"codconta";"codloja";"dtbaixa";"compt";"valor";"detalhe"
"00199";"00";2024-04-02;2024-04-02;-28.209000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-53.466000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-44.555000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-56.418000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-9.403000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-15;2024-04-15;-8.911000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-9.395000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-0.464000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-0.354000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-1.264000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-2.226000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-6.678000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-28;2024-04-28;-4.128000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-0.500000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-0.050000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.050000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-0.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-0.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-28;2024-04-28;-0.050000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-0.808000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-0.202000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-0.774000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-0.516000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-9.380000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-1.412000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-3.910000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-0.527000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-0.656000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-2.013000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-1.680000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-2.565000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-0.171000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-1.104000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-1.104000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-14;2024-04-14;-9.612000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-0.805000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-0.210000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-0.350000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-0.260000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-1.300000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-0.390000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-18;2024-04-18;-0.130000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-0.065000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-0.365000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-0.154000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-0.756000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-44.086000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-1.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-2.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-3.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-1.650000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-37.752000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-25.168000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-18;2024-04-18;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-27;2024-04-27;-12.584000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-123.380000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-61.690000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-67.850000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-67.850000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-32.880000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-65.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-65.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-39.820000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-93.246000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-43.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-43.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-93.248000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-93.248000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-100.076000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-109.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-327.300000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-109.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-109.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-109.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-5.796000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-1.646000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-2.087000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-2.087000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-8.348000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-20.890000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-6.267000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-2.089000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-2.089000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-2.089000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-2.089000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-2.089000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-5.285000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-5.285000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-1.559000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-8.769000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-8.769000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-5.846000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-14.615000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-8.769000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-5.846000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-2.923000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-4.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-4.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-4.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-4.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-4.760000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-33.876000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-8.469000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-5.646000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-5.646000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-1.110000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-3.330000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-3.612000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-77.658000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-1.806000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-1.110000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-1.110000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-0.903000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-0.903000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-0.903000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-0.969000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-7.752000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-0.969000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-1.252000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-1.252000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-0.310000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-0.310000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-0.620000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.620000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-1.240000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-0.930000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-0.514000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-0.257000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-1.285000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-0.771000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-0.771000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-0.771000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-0.620000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.930000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-0.310000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-1.550000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-0.930000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-0.620000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-0.514000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-0.257000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.257000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-0.771000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-0.257000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-2.630000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-30.969000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-6.058000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-6.058000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-6.737000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-8.589000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-4.803000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-9.606000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-20.167000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-3.841000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-9.606000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-4.803000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-7.682000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-21;2024-04-21;-11.523000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-7.682000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-3.841000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-11.590000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-25;2024-04-25;-17.385000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-17.385000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-5.795000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-11.590000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-5.795000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-5.795000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-59.368000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-0.362000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-0.709000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-0.709000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-2.432000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-14;2024-04-14;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-9.728000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-10.944000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-2.432000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-2.432000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-2.432000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-28;2024-04-28;-1.216000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-4.228000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-2.114000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-2.114000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-1.772000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-0.886000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-1.772000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-2.114000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-1.057000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-13;2024-04-13;-1.057000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-1.772000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-0.528000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-1.581000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-18;2024-04-18;-0.914000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-1.260000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-0.630000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-1.452000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
