"codconta";"codloja";"dtbaixa";"compt";"valor";"detalhe"
"00011";"00";2024-04-25;2024-04-25;390.57;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;90.00;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;259.59;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;39.01;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;100.00;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;140.75;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;209.28;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;47.00;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;4.32;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;980.84;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;410.24;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;141.82;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;127.05;VENDAS                                                                                                                  
"00011";"02";2024-04-25;2024-04-25;61.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;5.35;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;202.52;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;40.00;VENDAS                                                                                                                  
"00011";"02";2024-04-25;2024-04-25;48.99;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;59.99;VENDAS                                                                                                                  
"00010";"02";2024-04-25;2024-04-25;138.60;VENDAS                                                                                                                  
"00010";"02";2024-04-25;2024-04-25;36.96;VENDAS                                                                                                                  
"00010";"02";2024-04-25;2024-04-25;566.88;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;74.78;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;70.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;10.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;300.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;19.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;0.16;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;125.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;30.38;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;19.13;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;57.85;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;360.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;80.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;3.60;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;199.98;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;48.40;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;89.98;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;1.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;22.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;14.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;56.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;59.99;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;422.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;49.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;5.49;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;5.45;VENDAS                                                                                                                  
"00011";"02";2024-04-25;2024-04-25;119.98;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;4.50;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;39.80;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;4.16;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;36.28;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;33.50;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;34.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;163.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;238.84;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;587.80;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;1347.50;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;47.24;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;89.98;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;36.30;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;59.99;VENDAS                                                                                                                  
"00009";"00";2024-04-25;2024-04-25;352.39;VENDAS                                                                                                                  
"00009";"00";2024-04-25;2024-04-25;322.25;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;40.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;11.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;27.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;75.88;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;29.56;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;363.02;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;314.81;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;95.71;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;203.35;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;120.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;118.80;VENDAS                                                                                                                  
"00009";"00";2024-04-25;2024-04-25;13.83;VENDAS                                                                                                                  
"00009";"00";2024-04-25;2024-04-25;2309.50;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;3.30;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;299.75;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;40.35;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;17.97;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;2888.60;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;13.99;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;8.25;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;206.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;87.00;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;34.44;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;104.04;VENDAS                                                                                                                  
"00011";"00";2024-04-25;2024-04-25;33.50;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;453.77;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;359.80;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;37.06;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;40.99;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;44.99;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;146.68;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;609.06;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;25.24;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;125.98;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;198.00;VENDAS                                                                                                                  
"00003";"00";2024-04-15;2024-04-15;1800.00;VENDAS                                                                                                                  
"00010";"00";2024-04-13;2024-04-13;1032.00;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;11.80;VENDAS                                                                                                                  
"00011";"02";2024-04-25;2024-04-25;37.98;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;52.00;VENDAS                                                                                                                  
"00011";"02";2024-04-25;2024-04-25;150.93;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;97.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;3.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;80.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;2.75;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;808.53;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;109.99;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;5.98;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;5.65;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;19.50;VENDAS                                                                                                                  
"00010";"02";2024-04-25;2024-04-25;88.16;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;80.00;VENDAS                                                                                                                  
"00010";"00";2024-04-25;2024-04-25;116.76;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;5.99;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;6.05;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;5.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;42.99;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;363.00;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;432.59;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;12.38;VENDAS                                                                                                                  
"00003";"00";2024-04-25;2024-04-25;74.99;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;5.00;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;33.50;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;0.44;VENDAS                                                                                                                  
"00003";"02";2024-04-25;2024-04-25;7.55;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;228.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;42.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;36.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;42.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;7.31;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;19.92;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;32.00;VENDAS                                                                                                                  
"00011";"02";2024-04-26;2024-04-26;17.60;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;23.23;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;76.09;VENDAS                                                                                                                  
"00011";"02";2024-04-26;2024-04-26;37.99;VENDAS                                                                                                                  
"00011";"02";2024-04-16;2024-04-16;350.26;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;85.98;VENDAS                                                                                                                  
"00011";"02";2024-04-26;2024-04-26;41.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;21.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;87.96;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;85.98;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;153.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;1317.39;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;37.76;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;128.97;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;98.00;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;1727.14;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;247.04;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;73.74;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;2.00;VENDAS                                                                                                                  
"00009";"00";2024-04-26;2024-04-26;2055.26;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;36.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;85.98;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;15.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;70.25;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;434.01;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;69.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;772.87;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;345.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;7.04;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;13.75;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;101.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;33.99;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;94.48;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;70.00;VENDAS                                                                                                                  
"00009";"00";2024-04-26;2024-04-26;165.11;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;71.98;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;244.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;140.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;9.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;94.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;53.49;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;3.98;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;50.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;12.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;9.00;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;89.24;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;205.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;7.48;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;24.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;42.99;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;99.82;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;28.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;20.00;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;517.51;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;3009.30;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;257.94;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;270.53;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;27.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;18.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;66.90;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;15.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;23.50;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;39.59;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;240.47;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;119.98;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;193.59;VENDAS                                                                                                                  
"00009";"00";2024-04-26;2024-04-26;246.74;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;1.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;92.33;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;4.00;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;492.77;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;2.50;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;26.40;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;57.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;19.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;168.08;VENDAS                                                                                                                  
"00009";"00";2024-04-26;2024-04-26;159.58;VENDAS                                                                                                                  
"00011";"02";2024-04-26;2024-04-26;6.58;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;40.75;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;14.15;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;79.98;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;36.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;151.89;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;18.75;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;15.02;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;52.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;205.11;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;644.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;4.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;4.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;5.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;12.10;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;89.98;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;54.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;4.39;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;16.50;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;105.81;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;125.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;7.25;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;32.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;139.95;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;212.85;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;10.98;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;16.50;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;27.00;VENDAS                                                                                                                  
"00011";"02";2024-04-26;2024-04-26;84.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;18.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;1.11;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;26.25;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;3.75;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;971.17;VENDAS                                                                                                                  
"00009";"00";2024-04-26;2024-04-26;180.28;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;224.85;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;212.22;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;1.76;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;11.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;70.00;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;124.92;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;36.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;18.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;145.75;VENDAS                                                                                                                  
"00010";"02";2024-04-26;2024-04-26;57.19;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;23.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;42.99;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;57.60;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;27.83;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;100.00;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;11.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;8.75;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;48.00;VENDAS                                                                                                                  
"00010";"00";2024-04-26;2024-04-26;228.15;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;22.86;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;27.50;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;5.50;VENDAS                                                                                                                  
"00003";"02";2024-04-26;2024-04-26;4.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;137.47;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;18.00;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;13.00;VENDAS                                                                                                                  
"00011";"00";2024-04-26;2024-04-26;351.92;VENDAS                                                                                                                  
"00003";"00";2024-04-26;2024-04-26;5.98;VENDAS                                                                                                                  
