"cod_formato_dre","formato_dre","planocontas","grupocontas","codfilial","operacao","data","valor","subtotal"
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-02,-5463.7300000000005,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-16,-459.93,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-20,-178.19,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-20,-11232.49,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-12,-1333.14,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-09,-1145,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-12,-30404.2,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-11,-13291.470000000001,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-26,-28.04,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-17,-8185.39,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-11,-6304.53,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-25,-983.95,1
13,Resultado Líquido DRE                                                                               ,"102 - CMV DA VENDA FATURADA","102 - CMV DA VENDA FATURADA","51",CMV,2023-01-19,-25827.54,1
